#       r             R(r)          X(r)=rR(r)          Veff
  4.856609e-04   9.911104e-05   4.813435e-08   8.475256e+06
  4.905418e-04   1.001069e-04   4.910661e-08   8.307394e+06
  4.954719e-04   1.011127e-04   5.009851e-08   8.142856e+06
  5.004514e-04   1.021287e-04   5.111044e-08   7.981577e+06
  5.054811e-04   1.031548e-04   5.214280e-08   7.823492e+06
  5.105612e-04   1.041913e-04   5.319602e-08   7.668538e+06
  5.156924e-04   1.052381e-04   5.427051e-08   7.516652e+06
  5.208752e-04   1.062955e-04   5.536671e-08   7.367774e+06
  5.261101e-04   1.073635e-04   5.648504e-08   7.221844e+06
  5.313976e-04   1.084423e-04   5.762596e-08   7.078805e+06
  5.367383e-04   1.095318e-04   5.878993e-08   6.938598e+06
  5.421326e-04   1.106324e-04   5.997740e-08   6.801168e+06
  5.475811e-04   1.117439e-04   6.118886e-08   6.666459e+06
  5.530844e-04   1.128667e-04   6.242478e-08   6.534419e+06
  5.586430e-04   1.140007e-04   6.368567e-08   6.404993e+06
  5.642574e-04   1.151461e-04   6.497203e-08   6.278130e+06
  5.699283e-04   1.163030e-04   6.628436e-08   6.153780e+06
  5.756562e-04   1.174715e-04   6.762320e-08   6.031892e+06
  5.814416e-04   1.186518e-04   6.898908e-08   5.912419e+06
  5.872852e-04   1.198439e-04   7.038254e-08   5.795311e+06
  5.931875e-04   1.210480e-04   7.180415e-08   5.680523e+06
  5.991491e-04   1.222642e-04   7.325448e-08   5.568008e+06
  6.051707e-04   1.234926e-04   7.473409e-08   5.457721e+06
  6.112528e-04   1.247333e-04   7.624359e-08   5.349618e+06
  6.173960e-04   1.259865e-04   7.778357e-08   5.243656e+06
  6.236009e-04   1.272523e-04   7.935466e-08   5.139793e+06
  6.298682e-04   1.285308e-04   8.095747e-08   5.037987e+06
  6.361985e-04   1.298222e-04   8.259266e-08   4.938197e+06
  6.425924e-04   1.311265e-04   8.426087e-08   4.840383e+06
  6.490505e-04   1.324439e-04   8.596278e-08   4.744506e+06
  6.555736e-04   1.337745e-04   8.769906e-08   4.650528e+06
  6.621622e-04   1.351186e-04   8.947040e-08   4.558412e+06
  6.688171e-04   1.364761e-04   9.127752e-08   4.468119e+06
  6.755388e-04   1.378472e-04   9.312113e-08   4.379615e+06
  6.823281e-04   1.392321e-04   9.500198e-08   4.292864e+06
  6.891856e-04   1.406309e-04   9.692082e-08   4.207831e+06
  6.961120e-04   1.420438e-04   9.887841e-08   4.124481e+06
  7.031080e-04   1.434709e-04   1.008755e-07   4.042783e+06
  7.101744e-04   1.449123e-04   1.029130e-07   3.962702e+06
  7.173118e-04   1.463681e-04   1.049916e-07   3.884208e+06
  7.245209e-04   1.478386e-04   1.071122e-07   3.807268e+06
  7.318024e-04   1.493239e-04   1.092756e-07   3.731852e+06
  7.391572e-04   1.508241e-04   1.114827e-07   3.657929e+06
  7.465858e-04   1.523393e-04   1.137344e-07   3.585471e+06
  7.540891e-04   1.538698e-04   1.160315e-07   3.514447e+06
  7.616678e-04   1.554156e-04   1.183751e-07   3.444830e+06
  7.693227e-04   1.569770e-04   1.207659e-07   3.376592e+06
  7.770546e-04   1.585540e-04   1.232051e-07   3.309706e+06
  7.848641e-04   1.601469e-04   1.256935e-07   3.244144e+06
  7.927521e-04   1.617557e-04   1.282322e-07   3.179880e+06
  8.007194e-04   1.633807e-04   1.308221e-07   3.116890e+06
  8.087668e-04   1.650221e-04   1.334644e-07   3.055146e+06
  8.168950e-04   1.666799e-04   1.361600e-07   2.994626e+06
  8.251049e-04   1.683544e-04   1.389100e-07   2.935304e+06
  8.333974e-04   1.700457e-04   1.417156e-07   2.877158e+06
  8.417731e-04   1.717539e-04   1.445778e-07   2.820162e+06
  8.502331e-04   1.734793e-04   1.474979e-07   2.764296e+06
  8.587781e-04   1.752221e-04   1.504769e-07   2.709536e+06
  8.674090e-04   1.769823e-04   1.535161e-07   2.655861e+06
  8.761266e-04   1.787603e-04   1.566166e-07   2.603249e+06
  8.849318e-04   1.805560e-04   1.597798e-07   2.551678e+06
  8.938255e-04   1.823698e-04   1.630068e-07   2.501129e+06
  9.028086e-04   1.842019e-04   1.662990e-07   2.451582e+06
  9.118820e-04   1.860523e-04   1.696577e-07   2.403015e+06
  9.210465e-04   1.879213e-04   1.730842e-07   2.355411e+06
  9.303032e-04   1.898090e-04   1.765800e-07   2.308749e+06
  9.396529e-04   1.917158e-04   1.801463e-07   2.263012e+06
  9.490966e-04   1.936416e-04   1.837846e-07   2.218180e+06
  9.586352e-04   1.955868e-04   1.874964e-07   2.174236e+06
  9.682696e-04   1.975515e-04   1.912831e-07   2.131163e+06
  9.780009e-04   1.995360e-04   1.951464e-07   2.088943e+06
  9.878299e-04   2.015404e-04   1.990876e-07   2.047559e+06
  9.977578e-04   2.035649e-04   2.031084e-07   2.006995e+06
  1.007785e-03   2.056097e-04   2.072105e-07   1.967234e+06
  1.017914e-03   2.076751e-04   2.113953e-07   1.928260e+06
  1.028144e-03   2.097612e-04   2.156647e-07   1.890059e+06
  1.038477e-03   2.118682e-04   2.200203e-07   1.852614e+06
  1.048914e-03   2.139964e-04   2.244638e-07   1.815911e+06
  1.059456e-03   2.161460e-04   2.289971e-07   1.779935e+06
  1.070103e-03   2.183171e-04   2.336219e-07   1.744671e+06
  1.080858e-03   2.205100e-04   2.383401e-07   1.710106e+06
  1.091721e-03   2.227250e-04   2.431535e-07   1.676225e+06
  1.102693e-03   2.249622e-04   2.480642e-07   1.643016e+06
  1.113775e-03   2.272218e-04   2.530740e-07   1.610464e+06
  1.124969e-03   2.295042e-04   2.581850e-07   1.578557e+06
  1.136275e-03   2.318094e-04   2.633992e-07   1.547282e+06
  1.147695e-03   2.341378e-04   2.687187e-07   1.516626e+06
  1.159229e-03   2.364896e-04   2.741456e-07   1.486578e+06
  1.170880e-03   2.388649e-04   2.796821e-07   1.457125e+06
  1.182647e-03   2.412641e-04   2.853303e-07   1.428255e+06
  1.194533e-03   2.436874e-04   2.910927e-07   1.399957e+06
  1.206538e-03   2.461351e-04   2.969713e-07   1.372219e+06
  1.218664e-03   2.486072e-04   3.029687e-07   1.345031e+06
  1.230912e-03   2.511042e-04   3.090872e-07   1.318382e+06
  1.243283e-03   2.536263e-04   3.153292e-07   1.292260e+06
  1.255778e-03   2.561737e-04   3.216973e-07   1.266656e+06
  1.268399e-03   2.587467e-04   3.281939e-07   1.241558e+06
  1.281146e-03   2.613454e-04   3.348218e-07   1.216958e+06
  1.294022e-03   2.639703e-04   3.415834e-07   1.192846e+06
  1.307027e-03   2.666215e-04   3.484816e-07   1.169211e+06
  1.320163e-03   2.692993e-04   3.555191e-07   1.146044e+06
  1.333431e-03   2.720040e-04   3.626986e-07   1.123335e+06
  1.346832e-03   2.747359e-04   3.700231e-07   1.101077e+06
  1.360368e-03   2.774952e-04   3.774955e-07   1.079260e+06
  1.374040e-03   2.802821e-04   3.851188e-07   1.057874e+06
  1.387849e-03   2.830970e-04   3.928960e-07   1.036913e+06
  1.401797e-03   2.859402e-04   4.008303e-07   1.016366e+06
  1.415886e-03   2.888119e-04   4.089247e-07   9.962269e+05
  1.430116e-03   2.917125e-04   4.171825e-07   9.764863e+05
  1.444488e-03   2.946421e-04   4.256071e-07   9.571368e+05
  1.459006e-03   2.976011e-04   4.342018e-07   9.381706e+05
  1.473669e-03   3.005899e-04   4.429700e-07   9.195801e+05
  1.488480e-03   3.036086e-04   4.519153e-07   9.013578e+05
  1.503439e-03   3.066576e-04   4.610411e-07   8.834965e+05
  1.518549e-03   3.097373e-04   4.703512e-07   8.659890e+05
  1.533811e-03   3.128478e-04   4.798493e-07   8.488283e+05
  1.549226e-03   3.159895e-04   4.895391e-07   8.320075e+05
  1.564796e-03   3.191628e-04   4.994245e-07   8.155199e+05
  1.580522e-03   3.223679e-04   5.095096e-07   7.993590e+05
  1.596407e-03   3.256051e-04   5.197982e-07   7.835181e+05
  1.612451e-03   3.288749e-04   5.302946e-07   7.679911e+05
  1.628656e-03   3.321775e-04   5.410029e-07   7.527716e+05
  1.645025e-03   3.355131e-04   5.519273e-07   7.378537e+05
  1.661557e-03   3.388823e-04   5.630724e-07   7.232312e+05
  1.678256e-03   3.422853e-04   5.744424e-07   7.088984e+05
  1.695123e-03   3.457224e-04   5.860419e-07   6.948495e+05
  1.712159e-03   3.491940e-04   5.978757e-07   6.810790e+05
  1.729367e-03   3.527004e-04   6.099483e-07   6.675812e+05
  1.746747e-03   3.562420e-04   6.222647e-07   6.543508e+05
  1.764302e-03   3.598191e-04   6.348297e-07   6.413825e+05
  1.782034e-03   3.634322e-04   6.476484e-07   6.286711e+05
  1.799944e-03   3.670814e-04   6.607258e-07   6.162116e+05
  1.818033e-03   3.707673e-04   6.740673e-07   6.039988e+05
  1.836305e-03   3.744901e-04   6.876780e-07   5.920280e+05
  1.854760e-03   3.782503e-04   7.015636e-07   5.802943e+05
  1.873401e-03   3.820483e-04   7.157294e-07   5.687931e+05
  1.892229e-03   3.858843e-04   7.301813e-07   5.575197e+05
  1.911246e-03   3.897588e-04   7.449248e-07   5.464697e+05
  1.930454e-03   3.936721e-04   7.599660e-07   5.356385e+05
  1.949856e-03   3.976247e-04   7.753108e-07   5.250220e+05
  1.969452e-03   4.016170e-04   7.909654e-07   5.146158e+05
  1.989245e-03   4.056493e-04   8.069360e-07   5.044157e+05
  2.009237e-03   4.097221e-04   8.232289e-07   4.944177e+05
  2.029431e-03   4.138357e-04   8.398508e-07   4.846177e+05
  2.049827e-03   4.179905e-04   8.568081e-07   4.750120e+05
  2.070428e-03   4.221870e-04   8.741078e-07   4.655965e+05
  2.091236e-03   4.264256e-04   8.917567e-07   4.563675e+05
  2.112253e-03   4.307068e-04   9.097618e-07   4.473214e+05
  2.133482e-03   4.350308e-04   9.281303e-07   4.384545e+05
  2.154924e-03   4.393983e-04   9.468697e-07   4.297633e+05
  2.176581e-03   4.438095e-04   9.659872e-07   4.212443e+05
  2.198456e-03   4.482649e-04   9.854907e-07   4.128941e+05
  2.220551e-03   4.527651e-04   1.005388e-06   4.047092e+05
  2.242868e-03   4.573103e-04   1.025687e-06   3.966866e+05
  2.265409e-03   4.619012e-04   1.046395e-06   3.888229e+05
  2.288177e-03   4.665380e-04   1.067521e-06   3.811150e+05
  2.311173e-03   4.712214e-04   1.089074e-06   3.735598e+05
  2.334401e-03   4.759517e-04   1.111062e-06   3.661543e+05
  2.357862e-03   4.807295e-04   1.133494e-06   3.588955e+05
  2.381559e-03   4.855551e-04   1.156378e-06   3.517805e+05
  2.405494e-03   4.904292e-04   1.179724e-06   3.448065e+05
  2.429670e-03   4.953521e-04   1.203542e-06   3.379707e+05
  2.454088e-03   5.003244e-04   1.227840e-06   3.312703e+05
  2.478752e-03   5.053465e-04   1.252629e-06   3.247027e+05
  2.503664e-03   5.104189e-04   1.277918e-06   3.182652e+05
  2.528826e-03   5.155422e-04   1.303717e-06   3.119553e+05
  2.554241e-03   5.207169e-04   1.330037e-06   3.057704e+05
  2.579912e-03   5.259434e-04   1.356888e-06   2.997080e+05
  2.605841e-03   5.312224e-04   1.384281e-06   2.937657e+05
  2.632030e-03   5.365542e-04   1.412227e-06   2.879412e+05
  2.658482e-03   5.419395e-04   1.440736e-06   2.822321e+05
  2.685200e-03   5.473788e-04   1.469822e-06   2.766361e+05
  2.712187e-03   5.528726e-04   1.499494e-06   2.711510e+05
  2.739445e-03   5.584214e-04   1.529765e-06   2.657746e+05
  2.766977e-03   5.640259e-04   1.560646e-06   2.605047e+05
  2.794785e-03   5.696865e-04   1.592152e-06   2.553393e+05
  2.822873e-03   5.754039e-04   1.624292e-06   2.502762e+05
  2.851244e-03   5.811785e-04   1.657082e-06   2.453134e+05
  2.879899e-03   5.870111e-04   1.690533e-06   2.404490e+05
  2.908843e-03   5.929021e-04   1.724659e-06   2.356809e+05
  2.938077e-03   5.988521e-04   1.759473e-06   2.310073e+05
  2.967605e-03   6.048617e-04   1.794991e-06   2.264264e+05
  2.997430e-03   6.109316e-04   1.831225e-06   2.219362e+05
  3.027555e-03   6.170622e-04   1.868190e-06   2.175350e+05
  3.057982e-03   6.232543e-04   1.905901e-06   2.132210e+05
  3.088715e-03   6.295085e-04   1.944372e-06   2.089925e+05
  3.119758e-03   6.358253e-04   1.983621e-06   2.048478e+05
  3.151112e-03   6.422053e-04   2.023661e-06   2.007852e+05
  3.182781e-03   6.486493e-04   2.064509e-06   1.968032e+05
  3.214768e-03   6.551579e-04   2.106181e-06   1.929000e+05
  3.247077e-03   6.617316e-04   2.148694e-06   1.890742e+05
  3.279711e-03   6.683713e-04   2.192064e-06   1.853242e+05
  3.312673e-03   6.750774e-04   2.236310e-06   1.816485e+05
  3.345965e-03   6.818507e-04   2.281449e-06   1.780457e+05
  3.379593e-03   6.886918e-04   2.327498e-06   1.745143e+05
  3.413558e-03   6.956014e-04   2.374476e-06   1.710528e+05
  3.447865e-03   7.025803e-04   2.422402e-06   1.676600e+05
  3.482517e-03   7.096291e-04   2.471295e-06   1.643344e+05
  3.517517e-03   7.167484e-04   2.521175e-06   1.610747e+05
  3.552868e-03   7.239391e-04   2.572060e-06   1.578796e+05
  3.588575e-03   7.312017e-04   2.623972e-06   1.547478e+05
  3.624641e-03   7.385371e-04   2.676932e-06   1.516781e+05
  3.661069e-03   7.459459e-04   2.730960e-06   1.486693e+05
  3.697864e-03   7.534289e-04   2.786078e-06   1.457200e+05
  3.735028e-03   7.609869e-04   2.842307e-06   1.428293e+05
  3.772566e-03   7.686205e-04   2.899671e-06   1.399958e+05
  3.810480e-03   7.763306e-04   2.958192e-06   1.372184e+05
  3.848776e-03   7.841178e-04   3.017894e-06   1.344962e+05
  3.887457e-03   7.919830e-04   3.078800e-06   1.318278e+05
  3.926527e-03   7.999269e-04   3.140935e-06   1.292124e+05
  3.965989e-03   8.079504e-04   3.204322e-06   1.266488e+05
  4.005848e-03   8.160542e-04   3.268989e-06   1.241360e+05
  4.046107e-03   8.242390e-04   3.334960e-06   1.216731e+05
  4.086771e-03   8.325059e-04   3.402261e-06   1.192589e+05
  4.127844e-03   8.408554e-04   3.470920e-06   1.168926e+05
  4.169330e-03   8.492885e-04   3.540964e-06   1.145732e+05
  4.211232e-03   8.578061e-04   3.612420e-06   1.122998e+05
  4.253556e-03   8.664088e-04   3.685318e-06   1.100714e+05
  4.296305e-03   8.750977e-04   3.759686e-06   1.078872e+05
  4.339483e-03   8.838735e-04   3.835554e-06   1.057463e+05
  4.383096e-03   8.927371e-04   3.912952e-06   1.036479e+05
  4.427147e-03   9.016894e-04   3.991911e-06   1.015910e+05
  4.471640e-03   9.107312e-04   4.072462e-06   9.957491e+04
  4.516581e-03   9.198636e-04   4.154638e-06   9.759879e+04
  4.561973e-03   9.290873e-04   4.238471e-06   9.566184e+04
  4.607822e-03   9.384032e-04   4.323995e-06   9.376329e+04
  4.654131e-03   9.478124e-04   4.411243e-06   9.190238e+04
  4.700906e-03   9.573157e-04   4.500251e-06   9.007836e+04
  4.748151e-03   9.669140e-04   4.591054e-06   8.829049e+04
  4.795871e-03   9.766084e-04   4.683687e-06   8.653808e+04
  4.844070e-03   9.863997e-04   4.778189e-06   8.482040e+04
  4.892754e-03   9.962889e-04   4.874596e-06   8.313677e+04
  4.941927e-03   1.006277e-03   4.972947e-06   8.148653e+04
  4.991594e-03   1.016365e-03   5.073281e-06   7.986900e+04
  5.041760e-03   1.026554e-03   5.175639e-06   7.828354e+04
  5.092431e-03   1.036845e-03   5.280060e-06   7.672952e+04
  5.143611e-03   1.047238e-03   5.386586e-06   7.520630e+04
  5.195305e-03   1.057736e-03   5.495260e-06   7.371329e+04
  5.247518e-03   1.068338e-03   5.606126e-06   7.224987e+04
  5.300257e-03   1.079047e-03   5.719226e-06   7.081547e+04
  5.353525e-03   1.089863e-03   5.834607e-06   6.940952e+04
  5.407329e-03   1.100786e-03   5.952314e-06   6.803144e+04
  5.461674e-03   1.111819e-03   6.072393e-06   6.668068e+04
  5.516564e-03   1.122962e-03   6.194894e-06   6.535671e+04
  5.572007e-03   1.134217e-03   6.319864e-06   6.405899e+04
  5.628006e-03   1.145584e-03   6.447353e-06   6.278700e+04
  5.684569e-03   1.157064e-03   6.577412e-06   6.154023e+04
  5.741700e-03   1.168660e-03   6.710093e-06   6.031819e+04
  5.799405e-03   1.180371e-03   6.845448e-06   5.912037e+04
  5.857690e-03   1.192199e-03   6.983532e-06   5.794632e+04
  5.916560e-03   1.204145e-03   7.124399e-06   5.679554e+04
  5.976023e-03   1.216211e-03   7.268105e-06   5.566758e+04
  6.036083e-03   1.228397e-03   7.414708e-06   5.456199e+04
  6.096747e-03   1.240705e-03   7.564266e-06   5.347833e+04
  6.158020e-03   1.253136e-03   7.716838e-06   5.241615e+04
  6.219909e-03   1.265691e-03   7.872484e-06   5.137505e+04
  6.282420e-03   1.278372e-03   8.031268e-06   5.035458e+04
  6.345560e-03   1.291179e-03   8.193252e-06   4.935436e+04
  6.409333e-03   1.304114e-03   8.358500e-06   4.837397e+04
  6.473748e-03   1.317178e-03   8.527078e-06   4.741303e+04
  6.538811e-03   1.330372e-03   8.699054e-06   4.647115e+04
  6.604527e-03   1.343699e-03   8.874495e-06   4.554794e+04
  6.670903e-03   1.357158e-03   9.053471e-06   4.464305e+04
  6.737947e-03   1.370752e-03   9.236053e-06   4.375611e+04
  6.805664e-03   1.384481e-03   9.422315e-06   4.288675e+04
  6.874063e-03   1.398348e-03   9.612330e-06   4.203464e+04
  6.943148e-03   1.412353e-03   9.806173e-06   4.119943e+04
  7.012928e-03   1.426497e-03   1.000392e-05   4.038079e+04
  7.083409e-03   1.440783e-03   1.020565e-05   3.957839e+04
  7.154598e-03   1.455211e-03   1.041145e-05   3.879190e+04
  7.226503e-03   1.469784e-03   1.062140e-05   3.802102e+04
  7.299131e-03   1.484501e-03   1.083557e-05   3.726543e+04
  7.372488e-03   1.499366e-03   1.105406e-05   3.652482e+04
  7.446583e-03   1.514378e-03   1.127694e-05   3.579891e+04
  7.521422e-03   1.529541e-03   1.150432e-05   3.508740e+04
  7.597014e-03   1.544855e-03   1.173628e-05   3.439000e+04
  7.673365e-03   1.560321e-03   1.197291e-05   3.370644e+04
  7.750484e-03   1.575942e-03   1.221431e-05   3.303644e+04
  7.828378e-03   1.591718e-03   1.246057e-05   3.237973e+04
  7.907054e-03   1.607652e-03   1.271179e-05   3.173606e+04
  7.986521e-03   1.623745e-03   1.296807e-05   3.110515e+04
  8.066787e-03   1.639998e-03   1.322951e-05   3.048676e+04
  8.147860e-03   1.656413e-03   1.349622e-05   2.988064e+04
  8.229747e-03   1.672992e-03   1.376830e-05   2.928654e+04
  8.312457e-03   1.689736e-03   1.404586e-05   2.870424e+04
  8.395999e-03   1.706647e-03   1.432900e-05   2.813348e+04
  8.480380e-03   1.723726e-03   1.461785e-05   2.757406e+04
  8.565609e-03   1.740975e-03   1.491252e-05   2.702573e+04
  8.651695e-03   1.758397e-03   1.521311e-05   2.648829e+04
  8.738646e-03   1.775992e-03   1.551976e-05   2.596150e+04
  8.826471e-03   1.793762e-03   1.583259e-05   2.544518e+04
  8.915179e-03   1.811709e-03   1.615171e-05   2.493910e+04
  9.004778e-03   1.829835e-03   1.647726e-05   2.444306e+04
  9.095277e-03   1.848142e-03   1.680936e-05   2.395687e+04
  9.186686e-03   1.866631e-03   1.714815e-05   2.348032e+04
  9.279014e-03   1.885304e-03   1.749376e-05   2.301324e+04
  9.372270e-03   1.904162e-03   1.784632e-05   2.255542e+04
  9.466462e-03   1.923209e-03   1.820599e-05   2.210669e+04
  9.561602e-03   1.942445e-03   1.857289e-05   2.166687e+04
  9.657698e-03   1.961873e-03   1.894717e-05   2.123578e+04
  9.754759e-03   1.981494e-03   1.932899e-05   2.081324e+04
  9.852796e-03   2.001310e-03   1.971850e-05   2.039909e+04
  9.951818e-03   2.021323e-03   2.011584e-05   1.999316e+04
  1.005184e-02   2.041536e-03   2.052118e-05   1.959529e+04
  1.015286e-02   2.061950e-03   2.093468e-05   1.920532e+04
  1.025490e-02   2.082566e-03   2.135650e-05   1.882309e+04
  1.035796e-02   2.103388e-03   2.178681e-05   1.844844e+04
  1.046206e-02   2.124417e-03   2.222577e-05   1.808124e+04
  1.056720e-02   2.145655e-03   2.267357e-05   1.772132e+04
  1.067341e-02   2.167104e-03   2.313038e-05   1.736855e+04
  1.078068e-02   2.188766e-03   2.359638e-05   1.702278e+04
  1.088902e-02   2.210644e-03   2.407175e-05   1.668388e+04
  1.099846e-02   2.232739e-03   2.455669e-05   1.635171e+04
  1.110900e-02   2.255054e-03   2.505139e-05   1.602613e+04
  1.122064e-02   2.277590e-03   2.555603e-05   1.570702e+04
  1.133341e-02   2.300351e-03   2.607083e-05   1.539425e+04
  1.144732e-02   2.323337e-03   2.659598e-05   1.508768e+04
  1.156236e-02   2.346552e-03   2.713169e-05   1.478720e+04
  1.167857e-02   2.369998e-03   2.767818e-05   1.449269e+04
  1.179594e-02   2.393676e-03   2.823566e-05   1.420403e+04
  1.191449e-02   2.417590e-03   2.880435e-05   1.392110e+04
  1.203423e-02   2.441741e-03   2.938448e-05   1.364379e+04
  1.215518e-02   2.466132e-03   2.997627e-05   1.337199e+04
  1.227734e-02   2.490765e-03   3.057996e-05   1.310559e+04
  1.240073e-02   2.515642e-03   3.119579e-05   1.284447e+04
  1.252536e-02   2.540766e-03   3.182401e-05   1.258855e+04
  1.265124e-02   2.566140e-03   3.246485e-05   1.233770e+04
