#       r             V(r)
  3.36216450e-01  -5.94854879e+00
  3.39595467e-01  -5.88935995e+00
  3.43008459e-01  -5.83076000e+00
  3.46455753e-01  -5.77274275e+00
  3.49937677e-01  -5.71530342e+00
  3.53454620e-01  -5.65843487e+00
  3.57006878e-01  -5.60213280e+00
  3.60594898e-01  -5.54639006e+00
  3.64218950e-01  -5.49120235e+00
  3.67879391e-01  -5.43656445e+00
  3.71576637e-01  -5.38246965e+00
  3.75311047e-01  -5.32891321e+00
  3.79082978e-01  -5.27588987e+00
  3.82892817e-01  -5.22339392e+00
  3.86740953e-01  -5.17142010e+00
  3.90627772e-01  -5.11996365e+00
  3.94553632e-01  -5.06901932e+00
  3.98518980e-01  -5.01858139e+00
  4.02524173e-01  -4.96864557e+00
  4.06569600e-01  -4.91920710e+00
  4.10655677e-01  -4.87026024e+00
  4.14782852e-01  -4.82180023e+00
  4.18951482e-01  -4.77382231e+00
  4.23162013e-01  -4.72632217e+00
  4.27414864e-01  -4.67929459e+00
  4.31710452e-01  -4.63273478e+00
  4.36049223e-01  -4.58663797e+00
  4.40431565e-01  -4.54100037e+00
  4.44857985e-01  -4.49581671e+00
  4.49328870e-01  -4.45108271e+00
  4.53844726e-01  -4.40679359e+00
  4.58405942e-01  -4.36294508e+00
  4.63012993e-01  -4.31953335e+00
  4.67666358e-01  -4.27655315e+00
  4.72366482e-01  -4.23400068e+00
  4.77113813e-01  -4.19187212e+00
  4.81908917e-01  -4.15016174e+00
  4.86752182e-01  -4.10886717e+00
  4.91644114e-01  -4.06798315e+00
  4.96585220e-01  -4.02750587e+00
  5.01576006e-01  -3.98743153e+00
  5.06616890e-01  -3.94775629e+00
  5.11708498e-01  -3.90847516e+00
  5.16851246e-01  -3.86958528e+00
  5.22045672e-01  -3.83108234e+00
  5.27292311e-01  -3.79296255e+00
  5.32591701e-01  -3.75522184e+00
  5.37944317e-01  -3.71785688e+00
  5.43350756e-01  -3.68086362e+00
  5.48811555e-01  -3.64423823e+00
  5.54327190e-01  -3.60797739e+00
  5.59898257e-01  -3.57207751e+00
  5.65525353e-01  -3.53653455e+00
  5.71208954e-01  -3.50134563e+00
  5.76949716e-01  -3.46650672e+00
  5.82748175e-01  -3.43201423e+00
  5.88604867e-01  -3.39786530e+00
  5.94520450e-01  -3.36405587e+00
  6.00495458e-01  -3.33058310e+00
  6.06530547e-01  -3.29744315e+00
  6.12626314e-01  -3.26463294e+00
  6.18783295e-01  -3.23214936e+00
  6.25002146e-01  -3.19998908e+00
  6.31283522e-01  -3.16814852e+00
  6.37628019e-01  -3.13662505e+00
  6.44036293e-01  -3.10541511e+00
  6.50509000e-01  -3.07451558e+00
  6.57046735e-01  -3.04392362e+00
  6.63650155e-01  -3.01363611e+00
  6.70319915e-01  -2.98364997e+00
  6.77056789e-01  -2.95396185e+00
  6.83861315e-01  -2.92456961e+00
  6.90734208e-01  -2.89546967e+00
  6.97676182e-01  -2.86665940e+00
  7.04687953e-01  -2.83813572e+00
  7.11770177e-01  -2.80989575e+00
  7.18923628e-01  -2.78193665e+00
  7.26148903e-01  -2.75425601e+00
  7.33446836e-01  -2.72685075e+00
  7.40818083e-01  -2.69971800e+00
  7.48263419e-01  -2.67285562e+00
  7.55783617e-01  -2.64626002e+00
  7.63379395e-01  -2.61992931e+00
  7.71051466e-01  -2.59386063e+00
  7.78800666e-01  -2.56805110e+00
  7.86627710e-01  -2.54249883e+00
  7.94533491e-01  -2.51720047e+00
  8.02518666e-01  -2.49215388e+00
  8.10584128e-01  -2.46735644e+00
  8.18730593e-01  -2.44280601e+00
  8.26959014e-01  -2.41849947e+00
  8.35270047e-01  -2.39443517e+00
  8.43664646e-01  -2.37061024e+00
  8.52143645e-01  -2.34702206e+00
  8.60707819e-01  -2.32366896e+00
  8.69358063e-01  -2.30054808e+00
  8.78095269e-01  -2.27765727e+00
  8.86920273e-01  -2.25499415e+00
  8.95833969e-01  -2.23255658e+00
  9.04837251e-01  -2.21034217e+00
  9.13931012e-01  -2.18834901e+00
  9.23116207e-01  -2.16657448e+00
  9.32393670e-01  -2.14501667e+00
  9.41764355e-01  -2.12367344e+00
  9.51229274e-01  -2.10254264e+00
  9.60789263e-01  -2.08162189e+00
  9.70445335e-01  -2.06090951e+00
  9.80198503e-01  -2.04040313e+00
  9.90049660e-01  -2.02010059e+00
  9.99999821e-01  -2.00000048e+00
  1.01004994e+00  -1.98010015e+00
  1.02020121e+00  -1.96039760e+00
  1.03045440e+00  -1.94089127e+00
  1.04081059e+00  -1.92157924e+00
  1.05127096e+00  -1.90245914e+00
  1.06183636e+00  -1.88352942e+00
  1.07250798e+00  -1.86478794e+00
  1.08328688e+00  -1.84623301e+00
  1.09417403e+00  -1.82786274e+00
  1.10517073e+00  -1.80967510e+00
  1.11627781e+00  -1.79166865e+00
  1.12749660e+00  -1.77384126e+00
  1.13882816e+00  -1.75619125e+00
  1.15027356e+00  -1.73871684e+00
  1.16183400e+00  -1.72141635e+00
  1.17351067e+00  -1.70428789e+00
  1.18530464e+00  -1.68732989e+00
  1.19721711e+00  -1.67054081e+00
  1.20924938e+00  -1.65391862e+00
  1.22140253e+00  -1.63746178e+00
  1.23367786e+00  -1.62116873e+00
  1.24607646e+00  -1.60503793e+00
  1.25859976e+00  -1.58906758e+00
  1.27124894e+00  -1.57325602e+00
  1.28402519e+00  -1.55760181e+00
  1.29692984e+00  -1.54210341e+00
  1.30996418e+00  -1.52675927e+00
  1.32312953e+00  -1.51156783e+00
  1.33642721e+00  -1.49652743e+00
  1.34985852e+00  -1.48163676e+00
  1.36342490e+00  -1.46689415e+00
  1.37712753e+00  -1.45229828e+00
  1.39096785e+00  -1.43784773e+00
  1.40494740e+00  -1.42354083e+00
  1.41906726e+00  -1.40937650e+00
  1.43332911e+00  -1.39535296e+00
  1.44773436e+00  -1.38146889e+00
  1.46228433e+00  -1.36772311e+00
  1.47698057e+00  -1.35411394e+00
  1.49182439e+00  -1.34064043e+00
  1.50681746e+00  -1.32730079e+00
  1.52196121e+00  -1.31409395e+00
  1.53725719e+00  -1.30101848e+00
  1.55270696e+00  -1.28807306e+00
  1.56831193e+00  -1.27525651e+00
  1.58407366e+00  -1.26256752e+00
  1.59999394e+00  -1.25000477e+00
  1.61607409e+00  -1.23756707e+00
  1.63231587e+00  -1.22525311e+00
  1.64872098e+00  -1.21306157e+00
  1.66529083e+00  -1.20099139e+00
  1.68202734e+00  -1.18904126e+00
  1.69893193e+00  -1.17721021e+00
  1.71600652e+00  -1.16549671e+00
  1.73325276e+00  -1.15389979e+00
  1.75067222e+00  -1.14241827e+00
  1.76826668e+00  -1.13105106e+00
  1.78603804e+00  -1.11979699e+00
  1.80398810e+00  -1.10865474e+00
  1.82211840e+00  -1.09762347e+00
  1.84043109e+00  -1.08670187e+00
  1.85892773e+00  -1.07588911e+00
  1.87761021e+00  -1.06518376e+00
  1.89648056e+00  -1.05458498e+00
  1.91554046e+00  -1.04409170e+00
  1.93479192e+00  -1.03370285e+00
  1.95423687e+00  -1.02341735e+00
  1.97387743e+00  -1.01323414e+00
  1.99371517e+00  -1.00315237e+00
  2.01375222e+00  -9.93170857e-01
  2.03399086e+00  -9.83288586e-01
  2.05443287e+00  -9.73504663e-01
  2.07508016e+00  -9.63818192e-01
  2.09593511e+00  -9.54228044e-01
  2.11699963e+00  -9.44733262e-01
  2.13827586e+00  -9.35333014e-01
  2.15976572e+00  -9.26026344e-01
  2.18147182e+00  -9.16812181e-01
  2.20339584e+00  -9.07689810e-01
  2.22554064e+00  -8.98658037e-01
  2.24790764e+00  -8.89716268e-01
  2.27049947e+00  -8.80863428e-01
  2.29331827e+00  -8.72098744e-01
  2.31636643e+00  -8.63421261e-01
  2.33964634e+00  -8.54830027e-01
  2.36316013e+00  -8.46324384e-01
  2.38691044e+00  -8.37903261e-01
  2.41089916e+00  -8.29566002e-01
  2.43512917e+00  -8.21311653e-01
  2.45960259e+00  -8.13139498e-01
  2.48432207e+00  -8.05048585e-01
  2.50928974e+00  -7.97038317e-01
  2.53450871e+00  -7.89107561e-01
  2.55998087e+00  -7.81255841e-01
  2.58570910e+00  -7.73482203e-01
  2.61169600e+00  -7.65785933e-01
  2.63794398e+00  -7.58166194e-01
  2.66445565e+00  -7.50622392e-01
  2.69123387e+00  -7.43153572e-01
  2.71828127e+00  -7.35759020e-01
  2.74560022e+00  -7.28438199e-01
  2.77319407e+00  -7.21190035e-01
  2.80106544e+00  -7.14013994e-01
  2.82921648e+00  -7.06909478e-01
  2.85765076e+00  -6.99875593e-01
  2.88637042e+00  -6.92911744e-01
  2.91537905e+00  -6.86017156e-01
  2.94467902e+00  -6.79191172e-01
  2.97427344e+00  -6.72433138e-01
  3.00416541e+00  -6.65742278e-01
  3.03435779e+00  -6.59118056e-01
  3.06485343e+00  -6.52559757e-01
  3.09565568e+00  -6.46066666e-01
  3.12676764e+00  -6.39638186e-01
  3.15819216e+00  -6.33273661e-01
  3.18993282e+00  -6.26972437e-01
  3.22199202e+00  -6.20733976e-01
  3.25437355e+00  -6.14557624e-01
  3.28708053e+00  -6.08442664e-01
  3.32011628e+00  -6.02388561e-01
  3.35348392e+00  -5.96394718e-01
  3.38718700e+00  -5.90460479e-01
  3.42122889e+00  -5.84585249e-01
  3.45561266e+00  -5.78768551e-01
  3.49034214e+00  -5.73009729e-01
  3.52542067e+00  -5.67308187e-01
  3.56085157e+00  -5.61663389e-01
  3.59663868e+00  -5.56074739e-01
  3.63278604e+00  -5.50541639e-01
  3.66929603e+00  -5.45063674e-01
  3.70617294e+00  -5.39640248e-01
  3.74342060e+00  -5.34270704e-01
  3.78104258e+00  -5.28954625e-01
  3.81904268e+00  -5.23691475e-01
  3.85742474e+00  -5.18480599e-01
  3.89619231e+00  -5.13321698e-01
  3.93534970e+00  -5.08214056e-01
  3.97490072e+00  -5.03157198e-01
  4.01484919e+00  -4.98150706e-01
  4.05519867e+00  -4.93194073e-01
  4.09595490e+00  -4.88286614e-01
  4.13711977e+00  -4.83428121e-01
  4.17869854e+00  -4.78617907e-01
  4.22069502e+00  -4.73855615e-01
  4.26311350e+00  -4.69140679e-01
  4.30595875e+00  -4.64472622e-01
  4.34923410e+00  -4.59851086e-01
  4.39294481e+00  -4.55275476e-01
  4.43709469e+00  -4.50745404e-01
  4.48168802e+00  -4.46260422e-01
  4.52672958e+00  -4.41820085e-01
  4.57222414e+00  -4.37423885e-01
  4.61817551e+00  -4.33071464e-01
  4.66458941e+00  -4.28762287e-01
  4.71146917e+00  -4.24496025e-01
  4.75882053e+00  -4.20272201e-01
  4.80664730e+00  -4.16090429e-01
  4.85495472e+00  -4.11950290e-01
  4.90374804e+00  -4.07851309e-01
  4.95303154e+00  -4.03793097e-01
  5.00281000e+00  -3.99775326e-01
  5.05308914e+00  -3.95797491e-01
  5.10387325e+00  -3.91859263e-01
  5.15516806e+00  -3.87960196e-01
  5.20697832e+00  -3.84099931e-01
  5.25930929e+00  -3.80278081e-01
  5.31216717e+00  -3.76494169e-01
  5.36555529e+00  -3.72747988e-01
  5.41947985e+00  -3.69039118e-01
  5.47394657e+00  -3.65367115e-01
  5.52896023e+00  -3.61731678e-01
  5.58452749e+00  -3.58132362e-01
  5.64065266e+00  -3.54568899e-01
  5.69734192e+00  -3.51040900e-01
  5.75460148e+00  -3.47547948e-01
  5.81243610e+00  -3.44089806e-01
  5.87085199e+00  -3.40666056e-01
  5.92985487e+00  -3.37276369e-01
  5.98945093e+00  -3.33920419e-01
  6.04964638e+00  -3.30597848e-01
  6.11044645e+00  -3.27308327e-01
  6.17185736e+00  -3.24051559e-01
  6.23388529e+00  -3.20827216e-01
  6.29653692e+00  -3.17634910e-01
  6.35981798e+00  -3.14474404e-01
  6.42373514e+00  -3.11345339e-01
  6.48829508e+00  -3.08247387e-01
  6.55350304e+00  -3.05180311e-01
  6.61936712e+00  -3.02143693e-01
  6.68589258e+00  -2.99137324e-01
  6.75308704e+00  -2.96160847e-01
  6.82095718e+00  -2.93213993e-01
  6.88950920e+00  -2.90296435e-01
  6.95874977e+00  -2.87407935e-01
  7.02868605e+00  -2.84548193e-01
  7.09932566e+00  -2.81716883e-01
  7.17067480e+00  -2.78913766e-01
  7.24274158e+00  -2.76138514e-01
  7.31553221e+00  -2.73390919e-01
  7.38905430e+00  -2.70670623e-01
  7.46331549e+00  -2.67977417e-01
  7.53832293e+00  -2.65311003e-01
  7.61408424e+00  -2.62671113e-01
  7.69060707e+00  -2.60057479e-01
  7.76789904e+00  -2.57469863e-01
  7.84596729e+00  -2.54908025e-01
  7.92482090e+00  -2.52371639e-01
  8.00446606e+00  -2.49860510e-01
  8.08491230e+00  -2.47374356e-01
  8.16616726e+00  -2.44912937e-01
  8.24823856e+00  -2.42476016e-01
  8.33113670e+00  -2.40063280e-01
  8.41486549e+00  -2.37674624e-01
  8.49943638e+00  -2.35309720e-01
  8.58485699e+00  -2.32968360e-01
  8.67113590e+00  -2.30650291e-01
  8.75828266e+00  -2.28355274e-01
  8.84630489e+00  -2.26083100e-01
  8.93521118e+00  -2.23833546e-01
  9.02501202e+00  -2.21606359e-01
  9.11571503e+00  -2.19401330e-01
  9.20732880e+00  -2.17218265e-01
  9.29986382e+00  -2.15056911e-01
  9.39332867e+00  -2.12917075e-01
  9.48773384e+00  -2.10798487e-01
  9.58308697e+00  -2.08701015e-01
  9.67939854e+00  -2.06624404e-01
  9.77667809e+00  -2.04568461e-01
  9.87493515e+00  -2.02532977e-01
  9.97417927e+00  -2.00517759e-01
  1.00744219e+01  -1.98522553e-01
  1.01756716e+01  -1.96547225e-01
  1.02779379e+01  -1.94591567e-01
  1.03812332e+01  -1.92655340e-01
  1.04855661e+01  -1.90738395e-01
  1.05909481e+01  -1.88840508e-01
  1.06973915e+01  -1.86961472e-01
  1.08049011e+01  -1.85101181e-01
  1.09134922e+01  -1.83259398e-01
  1.10231752e+01  -1.81435928e-01
  1.11339598e+01  -1.79630607e-01
  1.12458572e+01  -1.77843273e-01
  1.13588800e+01  -1.76073700e-01
  1.14730387e+01  -1.74321741e-01
  1.15883446e+01  -1.72587201e-01
  1.17048092e+01  -1.70869932e-01
  1.18224440e+01  -1.69169754e-01
  1.19412622e+01  -1.67486489e-01
  1.20612736e+01  -1.65819973e-01
  1.21824913e+01  -1.64170027e-01
  1.23049269e+01  -1.62536517e-01
  1.24285936e+01  -1.60919249e-01
  1.25535030e+01  -1.59318075e-01
  1.26796675e+01  -1.57732844e-01
  1.28071003e+01  -1.56163380e-01
  1.29358139e+01  -1.54609516e-01
  1.30658207e+01  -1.53071135e-01
  1.31971340e+01  -1.51548058e-01
  1.33297672e+01  -1.50040135e-01
  1.34637337e+01  -1.48547202e-01
  1.35990458e+01  -1.47069141e-01
  1.37357187e+01  -1.45605773e-01
  1.38737679e+01  -1.44156948e-01
  1.40132017e+01  -1.42722562e-01
  1.41540365e+01  -1.41302451e-01
  1.42962866e+01  -1.39896467e-01
  1.44399672e+01  -1.38504475e-01
  1.45850906e+01  -1.37126327e-01
  1.47316732e+01  -1.35761902e-01
  1.48797293e+01  -1.34411052e-01
  1.50292721e+01  -1.33073643e-01
  1.51803188e+01  -1.31749541e-01
  1.53328838e+01  -1.30438611e-01
  1.54869814e+01  -1.29140720e-01
  1.56426277e+01  -1.27855763e-01
  1.57998390e+01  -1.26583561e-01
  1.59586296e+01  -1.25324041e-01
  1.61190166e+01  -1.24077044e-01
  1.62810154e+01  -1.22842461e-01
  1.64446411e+01  -1.21620171e-01
  1.66099129e+01  -1.20410025e-01
  1.67768459e+01  -1.19211920e-01
  1.69454556e+01  -1.18025742e-01
  1.71157608e+01  -1.16851367e-01
  1.72877769e+01  -1.15688674e-01
  1.74615211e+01  -1.14537559e-01
  1.76370125e+01  -1.13397889e-01
  1.78142662e+01  -1.12269573e-01
  1.79933071e+01  -1.11152440e-01
  1.81741428e+01  -1.10046454e-01
  1.83567963e+01  -1.08951472e-01
  1.85412846e+01  -1.07867390e-01
  1.87276268e+01  -1.06794097e-01
  1.89158421e+01  -1.05731480e-01
  1.91059494e+01  -1.04679435e-01
  1.92979679e+01  -1.03637852e-01
  1.94919147e+01  -1.02606647e-01
  1.96878128e+01  -1.01585686e-01
  1.98856773e+01  -1.00574903e-01
  2.00855312e+01  -9.95741636e-02
  2.02873955e+01  -9.85833779e-02
  2.04912872e+01  -9.76024568e-02
  2.06972275e+01  -9.66313034e-02
  2.09052372e+01  -9.56698060e-02
  2.11153393e+01  -9.47178751e-02
  2.13275509e+01  -9.37754214e-02
  2.15418968e+01  -9.28423330e-02
  2.17583961e+01  -9.19185430e-02
  2.19770718e+01  -9.10039321e-02
  2.21979446e+01  -9.00984332e-02
  2.24210358e+01  -8.92019421e-02
  2.26463718e+01  -8.83143693e-02
  2.28739719e+01  -8.74356255e-02
  2.31038647e+01  -8.65656063e-02
  2.33360615e+01  -8.57042670e-02
  2.35705929e+01  -8.48514959e-02
  2.38074799e+01  -8.40072110e-02
  2.40467491e+01  -8.31713229e-02
  2.42884235e+01  -8.23437572e-02
  2.45325260e+01  -8.15244243e-02
  2.47790813e+01  -8.07132423e-02
  2.50281143e+01  -7.99101368e-02
  2.52796516e+01  -7.91150108e-02
  2.55337162e+01  -7.83278048e-02
  2.57903347e+01  -7.75484294e-02
  2.60495300e+01  -7.67768174e-02
  2.63113327e+01  -7.60128722e-02
  2.65757656e+01  -7.52565339e-02
  2.68428555e+01  -7.45077208e-02
  2.71126308e+01  -7.37663582e-02
  2.73851166e+01  -7.30323717e-02
  2.76603413e+01  -7.23056868e-02
  2.79383335e+01  -7.15862289e-02
  2.82191181e+01  -7.08739385e-02
  2.85027237e+01  -7.01687336e-02
  2.87891808e+01  -6.94705397e-02
  2.90785160e+01  -6.87792972e-02
  2.93707600e+01  -6.80949390e-02
  2.96659412e+01  -6.74173757e-02
  2.99640961e+01  -6.67465478e-02
  3.02652397e+01  -6.60824105e-02
  3.05694103e+01  -6.54248819e-02
  3.08766384e+01  -6.47738874e-02
  3.11869526e+01  -6.41293824e-02
  3.15003872e+01  -6.34912848e-02
  3.18169708e+01  -6.28595352e-02
  3.21367340e+01  -6.22340776e-02
  3.24597168e+01  -6.16148338e-02
  3.27859421e+01  -6.10017553e-02
  3.31154442e+01  -6.03947826e-02
  3.34482613e+01  -5.97938411e-02
  3.37844200e+01  -5.91988862e-02
  3.41239586e+01  -5.86098470e-02
  3.44669113e+01  -5.80266677e-02
  3.48133087e+01  -5.74492924e-02
  3.51631851e+01  -5.68776689e-02
  3.55165825e+01  -5.63117228e-02
  3.58735313e+01  -5.57514131e-02
  3.62340660e+01  -5.51966764e-02
  3.65982208e+01  -5.46474643e-02
  3.69660416e+01  -5.41037098e-02
  3.73375549e+01  -5.35653718e-02
  3.77128029e+01  -5.30323870e-02
  3.80918236e+01  -5.25047071e-02
  3.84746590e+01  -5.19822687e-02
  3.88613358e+01  -5.14650345e-02
  3.92518997e+01  -5.09529486e-02
  3.96463890e+01  -5.04459552e-02
  4.00448380e+01  -4.99440171e-02
  4.04472961e+01  -4.94470634e-02
  4.08537979e+01  -4.89550568e-02
  4.12643852e+01  -4.84679453e-02
  4.16791000e+01  -4.79856804e-02
  4.20979805e+01  -4.75082174e-02
  4.25210724e+01  -4.70355041e-02
  4.29484138e+01  -4.65674922e-02
  4.33800545e+01  -4.61041369e-02
  4.38160286e+01  -4.56453972e-02
  4.42563896e+01  -4.51912135e-02
  4.47011719e+01  -4.47415560e-02
  4.51504250e+01  -4.42963727e-02
  4.56041946e+01  -4.38556150e-02
  4.60625229e+01  -4.34192456e-02
  4.65254593e+01  -4.29872163e-02
  4.69930458e+01  -4.25594896e-02
  4.74653358e+01  -4.21360135e-02
  4.79423676e+01  -4.17167544e-02
  4.84241982e+01  -4.13016640e-02
  4.89108696e+01  -4.08907048e-02
  4.94024315e+01  -4.04838361e-02
  4.98989449e+01  -4.00810093e-02
  5.04004364e+01  -3.96821946e-02
  5.09069672e+01  -3.92873548e-02
  5.14185905e+01  -3.88964377e-02
  5.19353561e+01  -3.85094099e-02
  5.24573174e+01  -3.81262340e-02
  5.29845200e+01  -3.77468728e-02
  5.35170212e+01  -3.73712890e-02
  5.40548782e+01  -3.69994342e-02
  5.45981369e+01  -3.66312861e-02
  5.51468582e+01  -3.62668000e-02
  5.57010765e+01  -3.59059498e-02
  5.62608948e+01  -3.55486721e-02
  5.68263397e+01  -3.51949483e-02
  5.73974419e+01  -3.48447599e-02
  5.79743080e+01  -3.44980396e-02
  5.85569458e+01  -3.41547877e-02
  5.91454659e+01  -3.38149332e-02
  5.97398720e+01  -3.34784798e-02
  6.03402824e+01  -3.31453532e-02
  6.09466972e+01  -3.28155607e-02
  6.15592346e+01  -3.24890316e-02
  6.21779022e+01  -3.21657695e-02
  6.28028145e+01  -3.18457074e-02
  6.34339752e+01  -3.15288454e-02
  6.40715103e+01  -3.12151220e-02
  6.47154236e+01  -3.09045333e-02
  6.53658447e+01  -3.05970199e-02
  6.60227661e+01  -3.02925818e-02
  6.66863174e+01  -2.99911592e-02
  6.73565140e+01  -2.96927486e-02
  6.80334702e+01  -2.93972958e-02
  6.87172012e+01  -2.91047934e-02
  6.94078369e+01  -2.88151894e-02
  7.01053772e+01  -2.85284817e-02
  7.08099670e+01  -2.82446109e-02
  7.15215988e+01  -2.79635806e-02
  7.22404175e+01  -2.76853330e-02
  7.29664688e+01  -2.74098497e-02
  7.36997757e+01  -2.71371249e-02
  7.44404831e+01  -2.68671010e-02
  7.51886063e+01  -2.65997741e-02
  7.59442825e+01  -2.63350960e-02
  7.67075119e+01  -2.60730665e-02
  7.74784546e+01  -2.58136280e-02
  7.82571106e+01  -2.55567823e-02
  7.90436249e+01  -2.53024828e-02
  7.98380051e+01  -2.50507258e-02
  8.06404114e+01  -2.48014610e-02
  8.14508362e+01  -2.45546903e-02
  8.22694473e+01  -2.43103616e-02
  8.30962524e+01  -2.40684748e-02
  8.39314041e+01  -2.38289833e-02
  8.47749023e+01  -2.35918872e-02
  8.56269302e+01  -2.33571380e-02
  8.64874725e+01  -2.31247358e-02
  8.73567047e+01  -2.28946358e-02
  8.82346344e+01  -2.26668362e-02
  8.91214218e+01  -2.24412940e-02
  9.00170898e+01  -2.22180039e-02
  9.09217987e+01  -2.19969247e-02
  9.18355560e+01  -2.17780564e-02
  9.27585373e+01  -2.15613581e-02
  9.36907501e+01  -2.13468242e-02
  9.46323776e+01  -2.11344156e-02
  9.55834732e+01  -2.09241193e-02
  9.65440826e+01  -2.07159258e-02
  9.75143890e+01  -2.05097944e-02
  9.84944000e+01  -2.03057230e-02
  9.94843063e+01  -2.01036725e-02
